BTMR1070,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4C(CNCC4)O)O)C
BTMR1070,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CC(NCC4)O)O)C
BTMR9285,C(CCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)O)C)O
BTMR1190,C=CCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)O)C
BTMR1037,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C(=CC(=C3)S(=O)(=O)N4CCNCC4)O)O)C
BTMR1332,CCCC1=NNC2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)O
BTMR1332,O=C
BTMR0079,CC(CC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)O)C)=O
BTMR1070,CC(CC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4C(CN(CC4)C)O)O)C)O
BTMR1070,CC(CC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CC(N(CC4)C)O)O)C)O
BTMR1061,C(C(CC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)O)C)O)O
BTMR1190,C=C(CC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)O)C)O
